DATE,MEASURE_NAME,OBS_VALUE,Temp,Implied_date,Geo
2014-09-01,Claimant count,75.24752475247524,-01,2014-09-01,Herefordshire
2014-08-01,Claimant count,79.86798679867987,-01,2014-08-01,Herefordshire
2014-07-01,Claimant count,81.84818481848185,-01,2014-07-01,Herefordshire
2014-06-01,Claimant count,84.81848184818482,-01,2014-06-01,Herefordshire
2014-05-01,Claimant count,97.02970297029702,-01,2014-05-01,Herefordshire
2014-04-01,Claimant count,107.92079207920793,-01,2014-04-01,Herefordshire
2014-03-01,Claimant count,120.13201320132015,-01,2014-03-01,Herefordshire
2014-02-01,Claimant count,129.04290429042905,-01,2014-02-01,Herefordshire
2014-01-01,Claimant count,131.68316831683168,-01,2014-01-01,Herefordshire
2015-12-01,Claimant count,59.07590759075908,-01,2015-12-01,Herefordshire
2015-11-01,Claimant count,58.745874587458744,-01,2015-11-01,Herefordshire
2015-10-01,Claimant count,60.066006600660074,-01,2015-10-01,Herefordshire
2015-09-01,Claimant count,59.73597359735974,-01,2015-09-01,Herefordshire
2015-08-01,Claimant count,59.4059405940594,-01,2015-08-01,Herefordshire
2015-07-01,Claimant count,60.726072607260726,-01,2015-07-01,Herefordshire
2015-06-01,Claimant count,61.05610561056105,-01,2015-06-01,Herefordshire
2015-05-01,Claimant count,66.006600660066,-01,2015-05-01,Herefordshire
2015-04-01,Claimant count,67.65676567656766,-01,2015-04-01,Herefordshire
2015-03-01,Claimant count,74.91749174917491,-01,2015-03-01,Herefordshire
2015-02-01,Claimant count,76.23762376237624,-01,2015-02-01,Herefordshire
2015-01-01,Claimant count,73.5973597359736,-01,2015-01-01,Herefordshire
2016-12-01,Claimant count,77.55775577557755,-01,2016-12-01,Herefordshire
2016-11-01,Claimant count,78.21782178217822,-01,2016-11-01,Herefordshire
2016-10-01,Claimant count,80.85808580858085,-01,2016-10-01,Herefordshire
2016-09-01,Claimant count,82.50825082508251,-01,2016-09-01,Herefordshire
2016-08-01,Claimant count,80.19801980198021,-01,2016-08-01,Herefordshire
2016-07-01,Claimant count,77.55775577557755,-01,2016-07-01,Herefordshire
2016-06-01,Claimant count,78.21782178217822,-01,2016-06-01,Herefordshire
2016-05-01,Claimant count,76.56765676567657,-01,2016-05-01,Herefordshire
2016-04-01,Claimant count,73.92739273927393,-01,2016-04-01,Herefordshire
2016-03-01,Claimant count,72.93729372937293,-01,2016-03-01,Herefordshire
2016-02-01,Claimant count,69.3069306930693,-01,2016-02-01,Herefordshire
2016-01-01,Claimant count,65.34653465346535,-01,2016-01-01,Herefordshire
2017-12-01,Claimant count,75.57755775577559,-01,2017-12-01,Herefordshire
2017-11-01,Claimant count,70.62706270627062,-01,2017-11-01,Herefordshire
2017-10-01,Claimant count,73.92739273927393,-01,2017-10-01,Herefordshire
2017-09-01,Claimant count,75.24752475247524,-01,2017-09-01,Herefordshire
2017-08-01,Claimant count,75.24752475247524,-01,2017-08-01,Herefordshire
2017-07-01,Claimant count,71.61716171617162,-01,2017-07-01,Herefordshire
2017-06-01,Claimant count,73.5973597359736,-01,2017-06-01,Herefordshire
2017-05-01,Claimant count,74.91749174917491,-01,2017-05-01,Herefordshire
2017-04-01,Claimant count,80.52805280528052,-01,2017-04-01,Herefordshire
2017-03-01,Claimant count,79.20792079207921,-01,2017-03-01,Herefordshire
2017-02-01,Claimant count,79.20792079207921,-01,2017-02-01,Herefordshire
2017-01-01,Claimant count,77.22772277227723,-01,2017-01-01,Herefordshire
2018-12-01,Claimant count,104.2904290429043,-01,2018-12-01,Herefordshire
2018-11-01,Claimant count,97.02970297029702,-01,2018-11-01,Herefordshire
2018-10-01,Claimant count,90.42904290429043,-01,2018-10-01,Herefordshire
2018-09-01,Claimant count,82.83828382838284,-01,2018-09-01,Herefordshire
2018-08-01,Claimant count,79.53795379537954,-01,2018-08-01,Herefordshire
2018-07-01,Claimant count,77.22772277227723,-01,2018-07-01,Herefordshire
2018-06-01,Claimant count,75.24752475247524,-01,2018-06-01,Herefordshire
2018-05-01,Claimant count,81.51815181518151,-01,2018-05-01,Herefordshire
2018-04-01,Claimant count,83.4983498349835,-01,2018-04-01,Herefordshire
2018-03-01,Claimant count,82.50825082508251,-01,2018-03-01,Herefordshire
2018-02-01,Claimant count,81.51815181518151,-01,2018-02-01,Herefordshire
2018-01-01,Claimant count,77.22772277227723,-01,2018-01-01,Herefordshire
2019-12-01,Claimant count,129.7029702970297,-01,2019-12-01,Herefordshire
2019-11-01,Claimant count,133.993399339934,-01,2019-11-01,Herefordshire
2019-10-01,Claimant count,130.03300330033002,-01,2019-10-01,Herefordshire
2019-09-01,Claimant count,124.42244224422443,-01,2019-09-01,Herefordshire
2019-08-01,Claimant count,124.75247524752476,-01,2019-08-01,Herefordshire
2019-07-01,Claimant count,123.76237623762376,-01,2019-07-01,Herefordshire
2019-06-01,Claimant count,121.45214521452145,-01,2019-06-01,Herefordshire
2019-05-01,Claimant count,119.80198019801979,-01,2019-05-01,Herefordshire
2019-04-01,Claimant count,120.13201320132015,-01,2019-04-01,Herefordshire
2019-03-01,Claimant count,119.14191419141915,-01,2019-03-01,Herefordshire
2019-02-01,Claimant count,114.1914191419142,-01,2019-02-01,Herefordshire
2019-01-01,Claimant count,107.59075907590758,-01,2019-01-01,Herefordshire
2020-09-01,Claimant count,330.03300330033005,-01,2020-09-01,Herefordshire
2020-09-01,Claimant count,330.03300330033005,-01,2020-09-01,Herefordshire
2020-09-01,Claimant count,330.03300330033005,-01,2020-09-01,Herefordshire
2020-09-01,Claimant count,330.03300330033005,-01,2020-09-01,Herefordshire
2020-08-01,Claimant count,331.35313531353137,-01,2020-08-01,Herefordshire
2020-07-01,Claimant count,320.4620462046205,-01,2020-07-01,Herefordshire
2020-06-01,Claimant count,312.2112211221122,-01,2020-06-01,Herefordshire
2020-05-01,Claimant count,332.34323432343234,-01,2020-05-01,Herefordshire
2020-04-01,Claimant count,259.4059405940594,-01,2020-04-01,Herefordshire
2020-03-01,Claimant count,139.27392739273927,-01,2020-03-01,Herefordshire
2020-02-01,Claimant count,134.98349834983497,-01,2020-02-01,Herefordshire
2020-01-01,Claimant count,132.67326732673268,-01,2020-01-01,Herefordshire
